Sample_Path,Cluster
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_590.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_839.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_635.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_412.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_533.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_941.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_49.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_988.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_102.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_304.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_874.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_308.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_900.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_530.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_612.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_930.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_924.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_171.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_700.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_88.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_529.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_943.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_106.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_34.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_424.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_971.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_410.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_636.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_306.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_872.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_129.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_87.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_889.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_578.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_296.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_900.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_582.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_899.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_228.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_16.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_620.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_909.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_64.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_21.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_199.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_547.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_674.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_165.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_392.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_878.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_906.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_775.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_277.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_734.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_107.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_26.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_367.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_424.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_362.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_332.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_241.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_676.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_152.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_206.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_234.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_959.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_22.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_333.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_696.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_673.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_372.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_264.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_963.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_671.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_951.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_400.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_887.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_219.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_64.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_479.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_931.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_563.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_548.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_614.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_824.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_371.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_653.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_152.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_509.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_486.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_218.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_699.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_372.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_674.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_396.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_392.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_592.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_305.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_655.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_432.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_467.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_72.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_556.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_280.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_469.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_733.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_192.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_329.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_336.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_83.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_290.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_238.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_880.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_863.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_629.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_12.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_972.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_890.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_152.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_444.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_498.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_33.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_694.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_785.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_922.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_344.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_109.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_311.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_902.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_820.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_132.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_154.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_715.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_390.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_884.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_65.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_249.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_509.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_163.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_206.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_250.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_14.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_255.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_803.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_950.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_559.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_737.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_776.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_932.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_415.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_683.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_752.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_108.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_251.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_281.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_177.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_151.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_524.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_274.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_611.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_510.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_66.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_789.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_523.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_786.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_305.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_268.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_268.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_515.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_899.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_294.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_684.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_964.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_897.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_232.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_232.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_750.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_730.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_941.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_577.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_614.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_591.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_378.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_150.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_179.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_88.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_838.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_628.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_770.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_135.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_797.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_862.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_950.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_571.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_478.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_117.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_126.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_223.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_315.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_226.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_154.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_666.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_519.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_454.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_954.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_130.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_731.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_736.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_641.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_906.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_321.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_752.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_493.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_288.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_810.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_752.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_468.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_795.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_949.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_603.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_584.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_527.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_509.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_957.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_590.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_150.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_578.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_892.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_209.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_139.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_1000.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_691.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_495.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_337.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_310.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_767.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_501.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_532.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_986.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_211.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_929.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_934.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_993.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_168.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_153.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_418.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_813.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_649.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_741.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_781.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_428.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_446.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_303.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_430.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_69.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_634.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_830.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_980.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_971.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_270.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_669.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_299.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_981.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_571.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_664.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_754.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_971.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_66.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_645.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_23.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_383.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_517.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_23.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_285.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_607.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_13.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_860.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_557.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_691.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_379.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_824.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_746.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_625.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_524.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_678.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_680.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_514.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_342.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_342.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_889.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_782.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_915.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_493.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_121.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_504.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_385.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_50.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_38.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_639.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_623.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_165.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_683.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_935.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_691.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_294.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_947.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_406.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_170.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_376.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_52.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_241.png,6
